Provincia,Partido,Localidad,Link Indec,HASTA 512 kbps,+ 512 Kbps - 2 Mbps,+ 2 Kbps - 6 Mbps,+ 6 Kbps - 13 Mbps,+ 13 Kbps - 20 Mbps,+ 20 Kbps - 40 Mbps,+ 40 Kbps - 60 Mbps,+ 60 Kbps - 80 Mbps,+ 80 Kbps - 100 Mbps,Total
CORDOBA,Colón,Ascochinga,14021020,0,0,49,67,9,0,0,0,0,125
CORDOBA,Colón,Colonia Caroya,14021050,0,462,701,38,5,14,5388,0,1013,7621
CORDOBA,Colón,Dumesnil,14021270,0,0,9,11,14,0,0,0,0,34
CORDOBA,Colón,El Manzano,14021110,0,60,84,0,0,0,1,0,0,145
CORDOBA,Colón,General Paz,14021130,0,1,16,117,33,0,0,0,0,167
CORDOBA,Colón,Jesús María,14021140,0,383,771,231,41,126,7376,0,2493,11421
CORDOBA,Colón,La Calera,14021150,1,17,867,1253,706,107,2949,0,3423,9323
CORDOBA,Colón,La Granja,14021160,0,24,179,222,39,0,0,0,0,464
CORDOBA,Colón,Los Molles,14021180,2,0,0,0,0,0,0,0,0,2
CORDOBA,Colón,Malvinas Argentinas,14021190,0,10,456,848,327,1,0,0,0,1642
CORDOBA,Colón,Mendiolaza,14021200,0,5,195,652,743,378,911,0,1149,4033
CORDOBA,Colón,Mi Granja,14021210,0,0,0,2,0,0,0,0,0,2
CORDOBA,Colón,Otros,Sin Datos,0,0,16,0,0,0,0,0,0,16
CORDOBA,Colón,Pajas Blancas,14021220,0,0,18,0,0,0,0,0,0,18
CORDOBA,Colón,Río Ceballos,14021230,2,108,498,509,235,81,2991,0,2171,6595
CORDOBA,Colón,Saldán,14021240,20,2,427,176,829,837,866,0,907,4064
CORDOBA,Colón,Salsipuedes,14021250,0,0,1451,28,4,13,226,0,198,1920
CORDOBA,Colón,Unquillo,14021280,1,216,1619,1270,502,87,443,0,388,4526
CORDOBA,Colón,Villa Allende,14021290,1,9,322,454,625,387,3391,0,2947,8136
CORDOBA,Colón,Villa Cerro Azul,14021300,0,40,45,10,0,0,0,0,0,95
CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,14021310,1,11,180,183,14,0,0,0,0,389
CORDOBA,Colón,Villa Los Llanos - Juárez Celman,14021320,0,3,306,875,162,7,14,0,0,1367
CORDOBA,Cruz del Eje,Alto de los Quebrachos,14028010,0,6,0,12,0,0,0,0,0,18
CORDOBA,Cruz del Eje,Bañado de Soto,14028020,0,0,6,37,0,0,0,0,0,43
CORDOBA,Cruz del Eje,Cruz de Caña,14028040,0,0,0,10,0,0,0,0,0,10
CORDOBA,Cruz del Eje,Cruz del Eje,14028050,0,86,1115,2541,111,1,2439,0,567,6860
CORDOBA,Cruz del Eje,El Brete,14028060,0,46,9,142,0,0,0,0,0,197
CORDOBA,Cruz del Eje,Guanaco Muerto,14028080,0,11,0,25,0,0,0,0,0,36
CORDOBA,Cruz del Eje,La Banda,14028090,1,0,0,0,0,0,0,0,0,1
CORDOBA,Cruz del Eje,La Batea,14028100,0,0,0,1,0,0,0,0,0,1
CORDOBA,Cruz del Eje,La Higuera,14028110,0,1,4,44,1,0,0,0,0,50
CORDOBA,Cruz del Eje,Las Playas,14028130,0,28,2,76,0,0,0,0,0,106
CORDOBA,Cruz del Eje,Los Chañaritos,14028140,0,9,3,1,0,0,0,0,0,13
CORDOBA,Cruz del Eje,Media Naranja,14028150,0,26,25,64,0,0,0,0,0,115
CORDOBA,Cruz del Eje,Paso Viejo,14028160,0,1,39,134,3,0,0,0,0,177
CORDOBA,Cruz del Eje,San Marcos Sierra,14028170,0,0,456,230,17,0,0,0,0,703
CORDOBA,Cruz del Eje,Serrezuela,14028180,0,0,17,265,18,0,0,0,0,300
CORDOBA,Cruz del Eje,Tuclame,14028190,0,0,2,72,0,0,0,0,0,74
CORDOBA,Cruz del Eje,Villa de Soto,14028200,2,5,503,1382,109,9,0,0,0,2010
CORDOBA,General Roca,Del Campillo,14035010,1,0,1002,48,0,0,0,0,0,1051
CORDOBA,General Roca,Hipólito Bouchard,14035030,1,0,0,0,0,0,0,0,0,1
CORDOBA,General Roca,Huinca Renancó,14035040,0,147,2340,409,67,0,0,0,0,2963
CORDOBA,General Roca,ITALÓ,14035050,171,0,0,0,0,0,0,0,0,171
CORDOBA,General Roca,PINCÉN,14035090,9,0,0,0,0,0,0,0,0,9
CORDOBA,General Roca,Santa Magdalena (Est. Jovita),14035110,0,0,1653,213,52,0,0,0,0,1918
CORDOBA,General Roca,Villa Huidobro,14035120,1,1208,680,0,2,0,0,0,0,1891
CORDOBA,General Roca,Villa Valeria,14035140,1,410,166,272,0,0,0,0,0,849
CORDOBA,General San Martín,Arroyo Algodón,14042010,1,0,0,0,0,0,0,0,0,1
CORDOBA,General San Martín,Arroyo Cabral,14042020,3,0,642,26,3,2,0,0,0,676
CORDOBA,General San Martín,Ausonia,14042030,1,0,0,0,0,0,0,0,0,1
CORDOBA,General San Martín,Chazón,14042040,0,0,328,16,44,0,0,0,0,388
CORDOBA,General San Martín,Etruria,14042050,1,1,7,36,6,0,0,0,0,51
CORDOBA,General San Martín,La Laguna,14042060,0,0,303,211,10,0,0,0,0,524
CORDOBA,General San Martín,La Playosa,14042080,2,0,302,412,5,0,0,0,0,721
CORDOBA,General San Martín,Pasco,14042110,1,0,0,0,0,0,0,0,0,1
CORDOBA,General San Martín,Silvio Pellico,14042130,0,0,76,22,117,0,0,0,0,215
CORDOBA,General San Martín,Ticino,14042140,8,0,0,663,0,0,0,0,0,671
CORDOBA,General San Martín,Tío Pujio,14042150,2,21,490,57,49,3,0,0,0,622
CORDOBA,General San Martín,Villa María,14042170,2855,156,1000,966,736,736,17999,0,4651,29099
CORDOBA,General San Martín,Villa Nueva,14042180,1835,15,406,705,168,77,1369,0,753,5328
CORDOBA,Ischilín,Chuña,14049030,2,0,102,0,0,0,0,0,0,104
CORDOBA,Ischilín,Copacabana,14049040,0,0,12,0,0,0,0,0,0,12
CORDOBA,Ischilín,Deán Funes,14049050,2,15,548,3035,301,223,31,0,0,4155
CORDOBA,Ischilín,Esquina del Alambre,14049060,0,0,0,2,0,0,0,0,0,2
CORDOBA,Ischilín,Los Chañaritos,14049120,0,0,100,0,0,0,0,0,0,100
CORDOBA,Ischilín,Olivares de San Nicolás,14049090,0,0,0,43,0,0,0,0,0,43
CORDOBA,Ischilín,Quilino,14049100,0,4,37,132,32,94,0,0,0,299
CORDOBA,Ischilín,Villa Quilino,14049130,0,0,0,0,0,36,0,0,0,36
CORDOBA,Juárez Celman,Alejandro Roca (Est. Alejandro),14056010,0,8,169,424,73,0,0,0,0,674
CORDOBA,Juárez Celman,Bengolea,14056030,0,0,0,269,0,0,0,0,0,269
CORDOBA,Juárez Celman,Carnerillo,14056040,1,51,114,186,505,0,23,0,0,880
CORDOBA,Juárez Celman,Charras,14056050,0,12,0,1,0,0,0,0,0,13
CORDOBA,Juárez Celman,General Cabrera,14056070,0,11,200,661,114,0,0,0,0,986
CORDOBA,Juárez Celman,General Deheza,14056080,71,0,998,2,2603,834,86,0,6,4600
CORDOBA,Juárez Celman,Huanchillas,14056090,1,0,0,0,1,0,0,0,0,2
CORDOBA,Juárez Celman,La Carlota,14056100,0,21,199,687,79,0,0,0,0,986
CORDOBA,Juárez Celman,Los Cisnes,14056110,0,70,96,1,0,0,0,0,0,167
CORDOBA,Juárez Celman,Olaeta,14056120,0,35,30,0,0,0,0,0,0,65
CORDOBA,Juárez Celman,Santa Eufemia,14056150,12,0,46,587,0,0,0,0,0,645
CORDOBA,Juárez Celman,Ucacha,14056160,1,2,36,1902,9,0,0,0,0,1950
CORDOBA,Juárez Celman,Villa Reducción,14056170,0,0,217,14,1,0,0,0,0,232
CORDOBA,Marcos Juárez,Alejo Ledesma,14063010,4,0,79,0,0,0,0,0,0,83
CORDOBA,Marcos Juárez,Arias,14063020,0,11,119,336,27,0,0,0,0,493
CORDOBA,Marcos Juárez,Camilo Aldao,14063030,1,0,992,160,3,0,0,0,0,1156
CORDOBA,Marcos Juárez,Capitán General Bernardo O'Higgins,14063040,0,0,141,0,30,0,0,0,0,171
CORDOBA,Marcos Juárez,Cavanagh,14063050,0,0,275,47,0,0,0,0,0,322
CORDOBA,Marcos Juárez,Colonia Italiana,14063070,0,0,199,0,0,0,0,0,0,199
CORDOBA,Marcos Juárez,Corral de Bustos,14063090,1,51,4553,2304,42,1238,21,0,2,8212
CORDOBA,Marcos Juárez,Cruz Alta,14063100,2,4,96,474,95,0,0,0,0,671
CORDOBA,Marcos Juárez,General Baldissera,14063110,1,0,451,0,0,0,0,0,0,452
CORDOBA,Marcos Juárez,General Roca,14063120,2,0,7,1045,71,3,5,0,0,1133
CORDOBA,Marcos Juárez,Guatimozín,14063130,594,0,0,3,795,6,0,0,0,1398
CORDOBA,Marcos Juárez,Inriville,14063140,0,1,103,184,34,0,0,0,0,322
CORDOBA,Marcos Juárez,Isla Verde,14063150,0,263,540,151,73,0,0,0,0,1027
CORDOBA,Marcos Juárez,Leones,14063160,0,4,59,136,62,132,1932,0,386,2711
CORDOBA,Marcos Juárez,Los Surgentes,14063170,1,0,747,14,3,0,0,0,0,765
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,3,14,272,3362,19,965,4678,0,1210,10523
CORDOBA,Marcos Juárez,Monte Buey,14063190,0,0,1563,0,0,0,0,0,0,1563
CORDOBA,Marcos Juárez,Saira,14063210,0,0,0,218,16,0,0,0,0,234
CORDOBA,Marcos Juárez,Villa Elisa,14063230,0,17,190,343,479,2,0,0,0,1031
CORDOBA,Minas,Ciénaga del Coro,14070010,0,0,64,25,0,0,0,0,0,89
CORDOBA,Minas,El Chacho,14070020,0,0,25,1,0,0,0,0,0,26
CORDOBA,Minas,Estancia de Guadalupe,14070030,0,0,35,0,0,0,0,0,0,35
CORDOBA,Minas,La Playa,14070050,0,0,43,10,0,0,0,0,0,53
CORDOBA,Minas,San Carlos Minas,14070060,0,0,314,151,31,0,0,0,0,496
CORDOBA,Minas,Tosno,14070080,0,0,29,0,0,0,0,0,0,29
CORDOBA,OTROS,Otros,Sin Datos,0,1,267,4,1,0,0,0,0,273
CORDOBA,Pocho,Chancani,14077010,0,0,85,12,0,0,0,0,0,97
CORDOBA,Pocho,Las Palmas,14077020,0,0,9,0,0,0,0,0,0,9
CORDOBA,Pocho,Los Talares,14077030,0,0,39,0,0,0,0,0,0,39
CORDOBA,Pocho,Salsacate,14077040,1,0,325,109,32,0,0,0,0,467
CORDOBA,Pocho,San Gerónimo,14077050,0,0,11,0,0,0,0,0,0,11
CORDOBA,Pocho,Tala Cañada,14077060,0,0,39,0,0,0,0,0,0,39
CORDOBA,Pocho,Taninga,14077070,0,0,19,0,0,0,0,0,0,19
CORDOBA,Pocho,Villa de Pocho,14077080,0,0,40,0,0,0,0,0,0,40
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,1,43,1503,860,186,29,0,0,0,2622
CORDOBA,Presidente Roque Sáenz Peña,La Cesira,14084020,1,78,352,19,1,1,0,0,1,453
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,229,35,794,608,176,111,3402,0,1899,7254
CORDOBA,Presidente Roque Sáenz Peña,Leguizamón,14084040,0,0,0,1,0,0,0,0,0,1
CORDOBA,Presidente Roque Sáenz Peña,Melo,14084050,0,410,0,1,0,0,0,0,0,411
CORDOBA,Presidente Roque Sáenz Peña,Río Bamba,14084060,0,0,0,28,1,0,0,0,0,29
CORDOBA,Presidente Roque Sáenz Peña,Rosales,14084070,0,60,49,23,0,0,0,0,0,132
CORDOBA,Presidente Roque Sáenz Peña,Serrano,14084090,1,0,1113,0,1,0,0,0,0,1115
CORDOBA,Punilla,Bialet Massé,14091020,0,7,496,669,103,0,0,0,0,1275
CORDOBA,Punilla,Cabalango,14091030,0,1,195,11,0,0,0,0,0,207
CORDOBA,Punilla,Capilla del Monte,14091040,91,23,922,1204,142,0,0,0,0,2382
CORDOBA,Punilla,Casa Grande,14091050,4,6,38,9,0,0,0,0,0,57
CORDOBA,Punilla,Charbonier,14091060,13,0,87,2,0,0,0,0,0,102
CORDOBA,Punilla,Cosquín,14091070,1,25,787,482,166,61,2480,0,1917,5919
CORDOBA,Punilla,Cuesta Blanca,14091080,0,1,36,3,0,0,0,0,0,40
CORDOBA,Punilla,Estancia Vieja,14091090,0,3,197,16,0,0,0,0,0,216
CORDOBA,Punilla,Huerta Grande,14091100,73,2,24,6,0,2,123,0,363,593
CORDOBA,Punilla,La Cumbre,14091110,18,12,456,649,84,0,0,0,0,1219
CORDOBA,Punilla,La Falda,14091120,9,90,682,435,172,80,2693,0,1691,5852
CORDOBA,Punilla,Las Jarillas,14091130,0,0,4,0,0,0,0,0,0,4
CORDOBA,Punilla,Los Cocos,14091140,4,0,48,206,0,0,0,0,0,258
CORDOBA,Punilla,Mayu Sumaj,14091160,0,1,39,9,0,0,58,0,66,173
CORDOBA,Punilla,San Antonio de Arredondo,14091180,0,2,96,22,3,10,633,0,612,1378
CORDOBA,Punilla,San Esteban,14091190,4,0,51,44,5,0,0,0,0,104
CORDOBA,Punilla,San Roque,14091200,0,6,189,38,0,0,0,0,0,233
CORDOBA,Punilla,Santa María de Punilla,14091210,3,21,436,832,98,0,0,0,0,1390
CORDOBA,Punilla,Tala Huasi,14091220,0,0,11,4,0,0,0,0,0,15
CORDOBA,Punilla,Tanti,14091230,225,0,310,63,0,0,0,0,0,598
CORDOBA,Punilla,Valle Hermoso,14091240,1,18,270,673,67,2,9,0,5,1045
CORDOBA,Punilla,Villa Carlos Paz,14091250,2,215,1272,891,472,513,10120,0,9333,22818
CORDOBA,Punilla,Villa Giardino,14091270,126,8,1090,320,59,6,0,0,0,1609
CORDOBA,Punilla,Villa Parque Siquimán,14091290,0,2,226,57,0,0,0,0,0,285
CORDOBA,Punilla,Villa Río Icho Cruz,14091300,0,2,128,17,0,0,0,0,0,147
CORDOBA,Punilla,Villa Santa Cruz del Lago,14091320,0,6,267,98,180,0,0,0,0,551
CORDOBA,Río Cuarto,Achiras,14098010,0,0,260,36,0,0,0,0,0,296
CORDOBA,Río Cuarto,Adelia María,14098020,368,0,350,84,2093,0,110,0,11,3016
CORDOBA,Río Cuarto,Alcira (Est. Gigena),14098030,1,8,284,746,290,17,2,0,0,1348
CORDOBA,Río Cuarto,ALPA CORRAL,14098040,160,0,0,0,0,0,0,0,0,160
CORDOBA,Río Cuarto,Berrotarán,14098050,3,29,1603,480,72,0,1,0,1,2189
CORDOBA,Río Cuarto,Bulnes,14098060,1,0,50,0,0,0,0,0,0,51
CORDOBA,Río Cuarto,Chaján,14098070,1,0,0,0,0,0,0,0,78,79
CORDOBA,Río Cuarto,Chucul,14098080,2,75,3,13,2,0,0,0,0,95
CORDOBA,Río Cuarto,Coronel Baigorria,14098090,0,0,0,74,0,0,0,0,0,74
CORDOBA,Río Cuarto,Coronel Moldes,14098100,1340,5,95,369,32,0,0,0,0,1841
CORDOBA,Río Cuarto,Elena,14098110,1,74,39,674,31,0,1,0,1,821
CORDOBA,Río Cuarto,La Carolina,14098120,2,38,20,14,0,0,0,0,0,74
CORDOBA,Río Cuarto,Las Acequias,14098150,0,346,76,1,0,0,0,0,0,423
CORDOBA,Río Cuarto,LAS ALBAHACAS,14098160,14,0,3,6,0,0,0,0,0,23
CORDOBA,Río Cuarto,Las Higueras,14098170,0,1,463,462,38,7,172,0,318,1461
CORDOBA,Río Cuarto,Las Peñas,14098180,0,0,27,7,0,0,0,0,0,34
CORDOBA,Río Cuarto,Las Vertientes,14098190,0,25,7,38,3,0,0,0,0,73
CORDOBA,Río Cuarto,Malena,14098200,0,1,0,0,0,0,0,0,0,1
CORDOBA,Río Cuarto,Otros,Sin Datos,31,0,0,0,0,0,0,0,0,31
CORDOBA,Río Cuarto,Río Cuarto,14098230,17,209,2397,3604,2145,1419,25933,0,25407,61131
CORDOBA,Río Cuarto,Sampacho,14098240,1073,76,209,499,51,0,0,0,0,1908
CORDOBA,Río Cuarto,San Basilio,14098250,2,0,551,286,64,0,0,0,0,903
CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),14098260,0,3,143,432,56,511,0,0,0,1145
CORDOBA,Río Cuarto,Vicuña Mackenna,14098290,2,179,2793,786,52,0,0,0,0,3812
CORDOBA,Río Cuarto,VILLA EL CHACAY,14098300,4,0,0,0,0,0,0,0,0,4
CORDOBA,Río Cuarto,Washington,14098320,0,5,33,0,0,0,0,0,0,38
CORDOBA,Río Primero,Cañada de Machado,14105020,0,0,11,0,0,0,0,0,0,11
CORDOBA,Río Primero,Diego de Rojas,14105060,0,0,0,0,2,0,0,0,0,2
CORDOBA,Río Primero,Esquina,14105090,1,0,0,0,0,0,56,0,0,57
CORDOBA,Río Primero,La Para,14105110,1,0,0,1321,1,0,0,0,0,1323
CORDOBA,Río Primero,La Puerta,14105130,0,0,20,81,0,0,0,0,0,101
CORDOBA,Río Primero,La Quinta,14105140,0,0,0,20,0,0,0,0,0,20
CORDOBA,Río Primero,Montecristo,14105190,2,1,995,542,137,42,16,0,0,1735
CORDOBA,Río Primero,Otros,Sin Datos,0,0,20,0,0,0,0,0,0,20
CORDOBA,Río Primero,Piquillín,14105210,0,1,20,109,28,0,0,0,0,158
CORDOBA,Río Primero,Río Primero,14105240,0,6,1850,174,52,0,0,0,0,2082
CORDOBA,Río Primero,Santa Rosa de Río Primero,14105260,17,0,964,0,0,522,5,0,0,1508
CORDOBA,Río Primero,Villa Fontana,14105270,0,0,0,287,0,114,0,0,0,401
CORDOBA,Río Seco,Cerro Colorado,14112010,0,60,0,0,0,0,0,0,0,60
CORDOBA,Río Seco,Rayo Cortado,14112080,0,35,22,0,0,0,0,0,0,57
CORDOBA,Río Seco,Sebastián Elcano,14112110,0,0,0,2,0,0,0,0,0,2
CORDOBA,Río Seco,Villa de María,14112130,0,698,581,0,0,0,0,0,0,1279
CORDOBA,Río Segundo,Calchín,14119010,0,0,842,80,0,0,0,0,0,922
CORDOBA,Río Segundo,Capilla del Carmen,14119030,2,0,1,141,9,0,0,0,0,153
CORDOBA,Río Segundo,Carrilobo,14119040,1,16,274,363,6,0,0,0,0,660
CORDOBA,Río Segundo,Colazo,14119050,3,0,0,0,0,0,0,0,0,3
CORDOBA,Río Segundo,Costasacate,14119070,1,12,197,77,4,0,0,0,0,291
CORDOBA,Río Segundo,Laguna Larga,14119090,1,21,780,560,91,0,0,0,0,1453
CORDOBA,Río Segundo,Las Junturas,14119100,1,0,79,29,0,0,456,12,0,577
CORDOBA,Río Segundo,Los Chañaritos,14119110,0,0,66,4,2,0,0,0,0,72
CORDOBA,Río Segundo,Luque,14119120,1,1,19,27,7,1079,0,0,0,1134
CORDOBA,Río Segundo,Manfredi,14119130,2,0,11,54,11,0,0,0,0,78
CORDOBA,Río Segundo,Oncativo,14119150,2,8,2787,328,50,0,0,0,0,3175
CORDOBA,Río Segundo,Pilar,14119160,2,144,2362,1259,171,0,0,0,0,3938
CORDOBA,Río Segundo,Pozo del Molle,14119170,0,0,1886,6,0,0,0,0,0,1892
CORDOBA,Río Segundo,Rincón,14119180,0,0,0,129,14,0,0,0,0,143
CORDOBA,Río Segundo,Río Segundo,14119190,0,228,3405,1220,57,0,0,0,0,4910
CORDOBA,Río Segundo,Santiago Temple,14119200,1,0,716,100,9,0,0,0,0,826
CORDOBA,Río Segundo,Villa del Rosario,14119210,1485,8,94,2525,2661,614,62,0,20,7469
CORDOBA,San Alberto,Arroyo Los Patos,14126020,0,4,4,35,20,0,0,0,0,63
CORDOBA,San Alberto,El Huayco,14126030,0,5,17,39,11,0,0,0,0,72
CORDOBA,San Alberto,La Cortadera,14126040,0,0,0,1,0,0,0,0,0,1
CORDOBA,San Alberto,Las Calles,14126050,0,24,15,19,0,0,0,0,0,58
CORDOBA,San Alberto,Las Rabonas,14126070,3,27,17,8,0,0,0,0,0,55
CORDOBA,San Alberto,Mina Clavero,14126090,0,73,629,1279,324,8,0,0,0,2313
CORDOBA,San Alberto,Nono,14126110,0,22,100,147,132,0,0,0,0,401
CORDOBA,San Alberto,San Huberto,14126130,0,6,9,15,0,0,0,0,0,30
CORDOBA,San Alberto,San Lorenzo,14126140,0,0,1,20,0,0,0,0,0,21
CORDOBA,San Alberto,San Pedro,14126160,0,196,105,108,0,0,0,0,0,409
CORDOBA,San Alberto,San Vicente,14126170,0,25,0,9,0,0,0,0,0,34
CORDOBA,San Alberto,Sauce Arriba,14126180,0,21,0,0,0,0,0,0,0,21
CORDOBA,San Alberto,Villa Cura Brochero,14126200,0,1,14,167,123,0,0,0,0,305
CORDOBA,San Alberto,Villa Sarmiento,14126210,0,286,71,67,0,0,0,0,0,424
CORDOBA,San Javier,Conlara,14133010,0,23,0,1,0,0,0,0,0,24
CORDOBA,San Javier,Cruz Caña,14133030,0,28,5,8,0,0,0,0,0,41
CORDOBA,San Javier,Dos Arroyos,14133040,0,3,2,0,0,0,0,0,0,5
CORDOBA,San Javier,El Pantanillo,14133050,1,1,2,0,0,0,0,0,0,4
CORDOBA,San Javier,La Paz,14133060,13,180,12,64,0,0,0,0,0,269
CORDOBA,San Javier,La Población,14133070,11,36,17,14,0,0,0,0,0,78
CORDOBA,San Javier,La Ramada,14133080,0,8,4,2,0,0,0,0,0,14
CORDOBA,San Javier,La Travesía,14133090,7,29,2,11,0,0,0,0,0,49
CORDOBA,San Javier,Las Chacras,14133095,0,0,0,1,0,0,0,0,0,1
CORDOBA,San Javier,Las Tapias,14133100,0,94,54,99,0,0,0,0,0,247
CORDOBA,San Javier,Loma Bola,14133105,2,8,0,10,0,0,0,0,0,20
CORDOBA,San Javier,Los Cerrillos,14133110,0,63,0,1,0,0,0,0,0,64
CORDOBA,San Javier,Los Hornillos,14133120,0,37,67,200,29,0,0,0,0,333
CORDOBA,San Javier,Los Molles,14133130,0,22,6,8,0,0,0,0,0,36
CORDOBA,San Javier,Los Romeros,14133040,0,7,0,2,0,0,0,0,0,9
CORDOBA,San Javier,Luyaba,14133150,4,97,0,23,0,0,0,0,0,124
CORDOBA,San Javier,Quebracho Ladeado,14133155,0,8,0,2,0,0,0,0,0,10
CORDOBA,San Javier,Quebrada de los Pozos,14133160,2,42,12,26,0,0,0,0,0,82
CORDOBA,San Javier,San Javier y Yacanto,14133170,66,117,16,81,0,0,0,0,0,280
CORDOBA,San Javier,San José,14133180,0,57,0,12,0,0,0,0,0,69
CORDOBA,San Javier,Villa de las Rosas,14133190,4,159,40,126,0,0,0,0,0,329
CORDOBA,San Javier,Villa Dolores,14133200,2,2518,1599,1167,50,466,919,0,1950,8671
CORDOBA,San Javier,Villa La Viña,14133210,0,2,4,0,0,0,0,0,0,6
CORDOBA,San Justo,Alicia,14140010,2,0,1120,72,25,0,0,0,0,1219
CORDOBA,San Justo,Altos de Chipión,14140020,1,0,606,0,0,0,0,0,0,607
CORDOBA,San Justo,Arroyito,14140030,2,9,4616,3770,62,477,480,0,13,9429
CORDOBA,San Justo,Brinkmann,14140050,0,2,95,131,35,1318,603,0,551,2735
CORDOBA,San Justo,Colonia Anita,14140060,0,0,4,0,0,0,0,0,0,4
CORDOBA,San Justo,Colonia Las Pichanas,14140080,11,2,7,23,0,0,0,0,0,43
CORDOBA,San Justo,Colonia Marina,14140090,2,0,405,66,5,0,0,0,0,478
CORDOBA,San Justo,Colonia San Bartolomé,14140110,0,0,365,25,0,0,0,0,0,390
CORDOBA,San Justo,Colonia Vignaud,14140150,0,0,108,0,0,17,19,0,52,196
CORDOBA,San Justo,Devoto,14140160,1,4,77,458,74,0,0,0,0,614
CORDOBA,San Justo,El Arañado,14140170,5,0,49,490,2,0,0,0,0,546
CORDOBA,San Justo,El Fortín,14140180,0,0,47,402,9,0,0,0,0,458
CORDOBA,San Justo,El Fuertecito,14140190,0,0,9,0,0,0,0,0,0,9
CORDOBA,San Justo,El Tío,14140200,0,0,414,240,9,19,0,0,0,682
CORDOBA,San Justo,Estación Luxardo,14140210,0,0,36,0,0,0,0,0,0,36
CORDOBA,San Justo,Freyre,14140220,0,784,992,574,170,41,0,0,0,2561
CORDOBA,San Justo,La Francia,14140230,0,0,663,32,456,78,5,0,0,1234
CORDOBA,San Justo,La Paquita,14140240,0,0,304,39,3,0,0,0,0,346
CORDOBA,San Justo,La Tordilla,14140250,0,0,446,34,0,0,0,0,0,480
CORDOBA,San Justo,Las Varas,14140260,0,0,0,148,9,0,2,0,0,159
CORDOBA,San Justo,Las Varillas,14140270,24,16,227,6566,36,0,333,0,26,7228
CORDOBA,San Justo,Marull,14140280,1,0,162,466,74,18,0,0,0,721
CORDOBA,San Justo,Miramar,14140290,0,0,562,2,363,85,0,0,18,1030
CORDOBA,San Justo,Morteros,14140300,432,496,53,128,82,0,4727,0,839,6757
CORDOBA,San Justo,Plaza Luxardo,14140310,0,0,6,0,0,0,0,0,0,6
CORDOBA,San Justo,Plaza San Francisco,14140320,0,0,9,0,0,0,0,0,0,9
CORDOBA,San Justo,Porteña,14140330,40,0,873,902,172,5,5,0,0,1997
CORDOBA,San Justo,Quebracho Herrado,14140340,18,0,0,0,0,0,0,0,0,18
CORDOBA,San Justo,Sacanta,14140350,1,0,1140,95,53,12,0,0,0,1301
CORDOBA,San Justo,San Francisco,14140360,1222,261,1459,1436,438,429,9929,0,5216,20390
